 SİMÜLASYON TAMAMLANDI ===
Gezegenler:

--- A0  ---   --- B0  ---   --- C0  ---   --- D0  ---   --- E0  ---   --- F0  ---   --- G0  ---   --- H0  ---   --- I0  ---   --- J0  ---   --- K0  ---   --- L0  ---   --- M0  ---   --- N0  ---   --- O0  ---   --- P0  ---   --- Q0  ---   --- R0  ---   --- S0  ---   --- T0  ---   --- U0  ---   --- V0  ---   --- W0  ---   --- X0  ---   --- Y0  ---   --- Z0  ---   --- A1  ---   --- B1  ---   --- C1  ---   --- D1  ---   --- E1  ---   --- F1  ---   --- G1  ---   --- H1  ---   --- I1  ---   --- J1  ---   --- K1  ---   --- L1  ---   --- M1  ---   --- N1  ---   --- O1  ---   --- P1  ---   --- Q1  ---   --- R1  ---   --- S1  ---   --- T1  ---   --- U1  ---   --- V1  ---   --- W1  ---   --- X1  ---   --- Y1  ---   --- Z1  ---   --- A2  ---   --- B2  ---   --- C2  ---   --- D2  ---   --- E2  ---   --- F2  ---   --- G2  ---   --- H2  ---   --- I2  ---   --- J2  ---   --- K2  ---   --- L2  ---   --- M2  ---   --- N2  ---   --- O2  ---   --- P2  ---   --- Q2  ---   --- R2  ---   --- S2  ---   --- T2  ---   --- U2  ---   --- V2  ---   --- W2  ---   --- X2  ---   --- Y2  ---   --- Z2  ---   --- A3  ---   --- B3  ---   --- C3  ---   --- D3  ---   --- E3  ---   --- F3  ---   --- G3  ---   --- H3  ---   --- I3  ---   --- J3  ---   --- K3  ---   --- L3  ---   --- M3  ---   --- N3  ---   --- O3  ---   --- P3  ---   --- Q3  ---   --- R3  ---   --- S3  ---   --- T3  ---   --- U3  ---   --- V3  ---   --- W3  ---   --- X3  ---   --- Y3  ---   --- Z3  ---   --- A4  ---   --- B4  ---   --- C4  ---   --- D4  ---   --- E4  ---   --- F4  ---   --- G4  ---   --- H4  ---   --- I4  ---   --- J4  ---   --- K4  ---   --- L4  ---   --- M4  ---   --- N4  ---   --- O4  ---   --- P4  ---   --- Q4  ---   --- R4  ---   --- S4  ---   --- T4  ---   --- U4  ---   --- V4  ---   --- W4  ---   --- X4  ---   --- Y4  ---   --- Z4  ---   --- A5  ---   --- B5  ---   --- C5  ---   --- D5  ---   --- E5  ---   --- F5  ---   --- G5  ---   --- H5  ---   --- I5  ---   --- J5  ---   --- K5  ---   --- L5  ---   --- M5  ---   --- N5  ---   --- O5  ---   --- P5  ---   --- Q5  ---   --- R5  ---   --- S5  ---   --- T5  ---   
19.09.2025   12.09.2025   05.09.2025   28.08.2025   22.08.2025   17.08.2025   12.08.2025   07.08.2025   03.08.2025   29.07.2025   19.09.2025   12.09.2025   05.09.2025   28.08.2025   22.08.2025   17.08.2025   12.08.2025   07.08.2025   03.08.2025   29.07.2025   19.09.2025   12.09.2025   05.09.2025   28.08.2025   22.08.2025   17.08.2025   12.08.2025   07.08.2025   03.08.2025   29.07.2025   19.09.2025   12.09.2025   05.09.2025   28.08.2025   22.08.2025   17.08.2025   12.08.2025   07.08.2025   03.08.2025   29.07.2025   19.09.2025   12.09.2025   05.09.2025   28.08.2025   22.08.2025   17.08.2025   12.08.2025   07.08.2025   03.08.2025   29.07.2025   19.09.2025   12.09.2025   05.09.2025   28.08.2025   22.08.2025   17.08.2025   12.08.2025   07.08.2025   03.08.2025   29.07.2025   19.09.2025   12.09.2025   05.09.2025   28.08.2025   22.08.2025   17.08.2025   12.08.2025   07.08.2025   03.08.2025   29.07.2025   19.09.2025   12.09.2025   05.09.2025   28.08.2025   22.08.2025   17.08.2025   12.08.2025   07.08.2025   03.08.2025   29.07.2025   19.09.2025   12.09.2025   05.09.2025   28.08.2025   22.08.2025   17.08.2025   12.08.2025   07.08.2025   03.08.2025   29.07.2025   19.09.2025   12.09.2025   05.09.2025   28.08.2025   22.08.2025   17.08.2025   12.08.2025   07.08.2025   03.08.2025   29.07.2025   19.09.2025   12.09.2025   05.09.2025   28.08.2025   22.08.2025   17.08.2025   12.08.2025   07.08.2025   03.08.2025   29.07.2025   19.09.2025   12.09.2025   05.09.2025   28.08.2025   22.08.2025   17.08.2025   12.08.2025   07.08.2025   03.08.2025   29.07.2025   19.09.2025   12.09.2025   05.09.2025   28.08.2025   22.08.2025   17.08.2025   12.08.2025   07.08.2025   03.08.2025   29.07.2025   19.09.2025   12.09.2025   05.09.2025   28.08.2025   22.08.2025   17.08.2025   12.08.2025   07.08.2025   03.08.2025   29.07.2025   19.09.2025   12.09.2025   05.09.2025   28.08.2025   22.08.2025   17.08.2025   12.08.2025   07.08.2025   03.08.2025   29.07.2025   
0            0            0            0            0            0            0            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            1            0            0            0            0            0            

Uzay Araclari:

Arac Adi  Durum     Cikis     Varis     Hedefe Kalan Saat   Hedefe Varacagi Tarih
I6        Vardi     O0        P0        0                   19.06.2025          
J6        Vardi     P0        Q0        0                   22.04.2025          
K6        Vardi     Q0        R0        0                   22.05.2025          
L6        Vardi     R0        S0        0                   22.06.2025          
M6        Vardi     S0        T0        0                   25.04.2025          
N6        Vardi     T0        U0        0                   19.06.2025          
O6        Vardi     U0        V0        0                   28.06.2025          
P6        Vardi     V0        W0        0                   01.05.2025          
Q6        Vardi     W0        X0        0                   01.06.2025          
R6        Vardi     X0        Y0        0                   30.06.2025          
S6        Vardi     Y0        Z0        0                   04.05.2025          
T6        Vardi     Z0        A1        0                   03.06.2025          
U6        Vardi     A1        B1        0                   03.07.2025          
V6        Vardi     B1        C1        0                   06.05.2025          
W6        Vardi     C1        D1        0                   06.06.2025          
X6        Vardi     D1        E1        0                   20.08.2025          
Y6        Vardi     E1        F1        0                   25.04.2025          
Z6        Vardi     F1        G1        0                   24.05.2025          
A7        Vardi     G1        H1        0                   23.06.2025          
B7        Vardi     H1        I1        0                   26.04.2025          
C7        Vardi     I1        J1        0                   26.05.2025          
D7        Vardi     J1        K1        0                   25.06.2025          
E7        Vardi     K1        L1        0                   28.04.2025          
F7        Vardi     L1        M1        0                   28.05.2025          
G7        Vardi     M1        N1        0                   27.06.2025          
H7        Vardi     N1        O1        0                   12.05.2025          
I7        Vardi     O1        P1        0                   06.06.2025          
J7        Vardi     P1        Q1        0                   05.07.2025          
K7        Vardi     Q1        R1        0                   08.05.2025          
L7        Vardi     R1        S1        0                   07.06.2025          
M7        Vardi     S1        T1        0                   07.07.2025          
N7        Vardi     T1        U1        0                   10.05.2025          
O7        Vardi     U1        V1        0                   09.06.2025          
P7        Vardi     V1        W1        0                   09.07.2025          
Q7        Vardi     W1        X1        0                   12.05.2025          
R7        Vardi     X1        Y1        0                   14.07.2025          
S7        Vardi     Y1        Z1        0                   28.06.2025          
T7        Vardi     Z1        A2        0                   01.05.2025          
U7        Vardi     A2        B2        0                   30.05.2025          
V7        Vardi     B2        C2        0                   30.06.2025          
W7        Vardi     C2        D2        0                   02.05.2025          
X7        Vardi     D2        E2        0                   02.06.2025          
Y7        Vardi     E2        F2        0                   01.07.2025          
Z7        Vardi     F2        G2        0                   04.05.2025          
A8        Vardi     G2        H2        0                   03.06.2025          
B8        Vardi     H2        I2        0                   16.08.2025          
C8        Vardi     I2        J2        0                   14.05.2025          
D8        Vardi     J2        K2        0                   13.06.2025          
E8        Vardi     K2        L2        0                   12.07.2025          
F8        Vardi     L2        M2        0                   15.05.2025          
G8        Vardi     M2        N2        0                   14.06.2025          
H8        Vardi     N2        O2        0                   13.07.2025          
I8        Vardi     O2        P2        0                   16.05.2025          
J8        Vardi     P2        Q2        0                   15.06.2025          
K8        Vardi     Q2        R2        0                   14.07.2025          
L8        Vardi     R2        S2        0                   07.06.2025          
M8        Vardi     S2        T2        0                   06.06.2025          
N8        Vardi     T2        U2        0                   05.07.2025          
O8        Vardi     U2        V2        0                   08.05.2025          
P8        Vardi     V2        W2        0                   07.06.2025          
Q8        Vardi     W2        X2        0                   06.07.2025          
R8        Vardi     X2        Y2        0                   08.05.2025          
S8        Vardi     Y2        Z2        0                   07.06.2025          
T8        Vardi     Z2        A3        0                   07.07.2025          
U8        Vardi     A3        B3        0                   09.05.2025          
V8        Vardi     B3        C3        0                   10.07.2025          
W8        Vardi     C3        D3        0                   18.07.2025          
X8        Vardi     D3        E3        0                   21.05.2025          
Y8        Vardi     E3        F3        0                   19.06.2025          
Z8        Vardi     F3        G3        0                   18.07.2025          
A9        Vardi     G3        H3        0                   20.05.2025          
B9        Vardi     H3        I3        0                   19.06.2025          
C9        Vardi     I3        J3        0                   18.07.2025          
D9        Vardi     J3        K3        0                   21.05.2025          
E9        Vardi     K3        L3        0                   20.06.2025          
F9        Vardi     L3        M3        0                   11.09.2025          
G9        Vardi     M3        N3        0                   15.05.2025          
H9        Vardi     N3        O3        0                   13.06.2025          
I9        Vardi     O3        P3        0                   11.07.2025          
J9        Vardi     P3        Q3        0                   14.05.2025          
K9        Vardi     Q3        R3        0                   12.06.2025          
L9        Vardi     R3        S3        0                   11.07.2025          
M9        Vardi     S3        T3        0                   14.05.2025          
N9        Vardi     T3        U3        0                   13.06.2025          
O9        Vardi     U3        V3        0                   12.07.2025          
P9        Vardi     V3        W3        0                   03.06.2025          
Q9        Vardi     W3        X3        0                   26.06.2025          
R9        Vardi     X3        Y3        0                   24.07.2025          
S9        Vardi     Y3        Z3        0                   26.05.2025          
T9        Vardi     Z3        A4        0                   25.06.2025          
U9        Vardi     A4        B4        0                   24.07.2025          
V9        Vardi     B4        C4        0                   26.05.2025          
W9        Vardi     C4        D4        0                   25.06.2025          
X9        Vardi     D4        E4        0                   24.07.2025          
Y9        Vardi     E4        F4        0                   26.05.2025          
Z9        Vardi     F4        G4        0                   05.08.2025          
A10       Vardi     G4        H4        0                   18.07.2025          
B10       Vardi     H4        I4        0                   21.05.2025          
C10       Vardi     I4        J4        0                   19.06.2025          
D10       Vardi     J4        K4        0                   17.07.2025          
E10       Vardi     K4        L4        0                   19.05.2025          
F10       Vardi     L4        M4        0                   18.06.2025          
G10       Vardi     M4        N4        0                   17.07.2025          
H10       Vardi     N4        O4        0                   19.05.2025          
I10       Vardi     O4        P4        0                   18.06.2025          
J10       Vardi     P4        Q4        0                   07.09.2025          
K10       Vardi     Q4        R4        0                   04.06.2025          
L10       Vardi     R4        S4        0                   02.07.2025          
M10       Vardi     S4        T4        0                   30.07.2025          
N10       Vardi     T4        U4        0                   02.06.2025          
O10       Vardi     U4        V4        0                   30.06.2025          
P10       Vardi     V4        W4        0                   29.07.2025          
Q10       Vardi     W4        X4        0                   01.06.2025          
R10       Vardi     X4        Y4        0                   30.06.2025          
S10       Vardi     Y4        Z4        0                   29.07.2025          
T10       Vardi     Z4        A5        0                   28.06.2025          
U10       Vardi     A5        B5        0                   26.06.2025          
V10       Vardi     B5        C5        0                   24.07.2025          
W10       Vardi     C5        D5        0                   26.05.2025          
X10       Vardi     D5        E5        0                   24.06.2025          
Y10       Vardi     E5        F5        0                   22.07.2025          
Z10       Vardi     F5        G5        0                   24.05.2025          
A11       Vardi     G5        H5        0                   16.05.2025          
B11       Vardi     H5        I5        0                   16.06.2025          
C11       Vardi     I5        J5        0                   19.04.2025          
D11       Vardi     J5        K5        0                   11.06.2025          
E11       Vardi     K5        L5        0                   20.06.2025          
F11       Vardi     L5        M5        0                   24.04.2025          
G11       Vardi     M5        N5        0                   24.05.2025          
H11       Vardi     N5        O5        0                   24.06.2025          
I11       Vardi     O5        P5        0                   27.04.2025          
J11       IMHA      P5        Q5        --                  --                  
K11       IMHA      Q5        R5        --                  --                  
L11       Vardi     R5        S5        0                   30.04.2025          
M11       IMHA      S5        T5        --                  --                  
N11       IMHA      T5        A0        --                  --                  
O11       Vardi     A0        B0        0                   17.04.2025          
P11       IMHA      B0        C0        --                  --                  
Q11       IMHA      C0        D0        --                  --                  
R11       Vardi     D0        E0        0                   20.04.2025          
S11       IMHA      E0        F0        --                  --                  
T11       IMHA      F0        G0        --                  --                  
U11       Vardi     G0        H0        0                   22.04.2025          
V11       IMHA      H0        I0        --                  --                  
W11       IMHA      I0        J0        --                  --                  
X11       Vardi     J0        K0        0                   04.05.2025          
Y11       IMHA      K0        L0        --                  --                  
Z11       IMHA      L0        M0        --                  --                  
A12       Vardi     M0        N0        0                   01.05.2025          
B12       IMHA      N0        O0        --                  --                  
C12       IMHA      O0        P0        --                  --                  
D12       Vardi     P0        Q0        0                   04.05.2025          
E12       IMHA      Q0        R0        --                  --                  
F12       IMHA      R0        S0        --                  --                  
G12       Vardi     S0        T0        0                   06.05.2025          
H12       IMHA      T0        U0        --                  --                  
I12       IMHA      U0        V0        --                  --                  
J12       Vardi     V0        W0        0                   24.04.2025          
K12       Vardi     W0        X0        0                   23.05.2025          
L12       IMHA      X0        Y0        --                  --                  
M12       Vardi     Y0        Z0        0                   26.04.2025          
N12       IMHA      Z0        A1        --                  --                  
O12       IMHA      A1        B1        --                  --                  
P12       Vardi     B1        C1        0                   28.04.2025          
Q12       IMHA      C1        D1        --                  --                  
R12       IMHA      D1        E1        --                  --                  
S12       Vardi     E1        F1        0                   06.05.2025          
T12       IMHA      F1        G1        --                  --                  
U12       IMHA      G1        H1        --                  --                  
V12       Vardi     H1        I1        0                   08.05.2025          
W12       IMHA      I1        J1        --                  --                  
X12       IMHA      J1        K1        --                  --                  
Y12       Vardi     K1        L1        0                   10.05.2025          
Z12       IMHA      L1        M1        --                  --                  
A13       IMHA      M1        N1        --                  --                  
B13       Vardi     N1        O1        0                   29.05.2025          
C13       Vardi     O1        P1        0                   29.05.2025          
D13       IMHA      P1        Q1        --                  --                  
E13       Vardi     Q1        R1        0                   01.05.2025          
F13       Vardi     R1        S1        0                   30.05.2025          
G13       IMHA      S1        T1        --                  --                  
H13       Vardi     T1        U1        0                   02.05.2025          
I13       Vardi     U1        V1        0                   01.06.2025          
J13       IMHA      V1        W1        --                  --                  
K13       Vardi     W1        X1        0                   04.05.2025          
L13       IMHA      X1        Y1        --                  --                  

Gecen Süre: 3257 saat

